Taxon,Order,Family (Scientific),Family (English),Genus,Species (Scientific),Species (English),Breeding Range,Breeding Range-Subregion(s),picture_url,shape,Species (German),Family (German)
Neognathae,Galliformes,Phasianidae,Pheasants & Allies,Tetrastes,Bonasia,Hazel Grouse,EU,"nw, nc, ne",/hazel_grouse.jpg,chicken_like,Haselhuhn,Fasane
Neognathae,Galliformes,Phasianidae,Pheasants & Allies,Tetrastes,Sewerzowi,Chinese Grouse,EU,c China,/chinese_grouse.jpg,chicken_like,Schwarzbrust-Haselhuhn,Fasane
Neognathae,Galliformes,Phasianidae,Pheasants & Allies,Falcipennis,Falcipennis,Siberian Grouse,EU,"e Siberia, Sakhalin I.",/siberian_grouse.jpg,chicken_like,Sichelhuhn,Fasane
Neognathae,Galliformes,Phasianidae,Pheasants & Allies,Falcipennis,Canadensis,Spruce Grouse,EU,"Alaska, Canada, n USA",/spruce_grouse.jpg,chicken_like,Tannenhuhn,Fasane
Neognathae,Galliformes,Phasianidae,Pheasants & Allies,Tetrao,Urogallus,Western Capercaillie,EU,"nw, nc",/western_capercaillie.jpg,chicken_like,Auerhuhn,Fasane
Neognathae,Galliformes,Phasianidae,Pheasants & Allies,Tetrao,Urogalloides,Black-billed Capercaillie,EU,ne,/black-billed_capercaillie.jpg,chicken_like,Steinauerhuhn,Fasane
Neognathae,Galliformes,Phasianidae,Pheasants & Allies,Lyrurus,Tetrix,Black Grouse,EU,n,/black_grouse.jpg,chicken_like,Birkhuhn,Fasane
Neognathae,Galliformes,Phasianidae,Pheasants & Allies,Lyrurus,Mlokosiewiczi,Caucasian Grouse,EU,Caucasus,/caucasian_grouse.jpg,chicken_like,Kaukasusbirkhuhn,Fasane
Neognathae,Galliformes,Phasianidae,Pheasants & Allies,Centrocercus,Urophasianus,Sage Grouse,EU,sc Canada to wc USA,/sage_grouse.jpg,chicken_like,Beifußhuhn,Fasane
Neognathae,Galliformes,Phasianidae,Pheasants & Allies,Centrocercus,Minimus,Gunnison Grouse,EU,"sw Colorado, e Utah",/gunnison_grouse.jpg,chicken_like,Kleinbeifußhuhn,Fasane
Neognathae,Galliformes,Phasianidae,Pheasants & Allies,Dendragapus,Obscurus,Dusky Grouse,EU,s Yukon to c Colorado,/dusky_grouse.jpg,chicken_like,Douglasiengebirgshuhn,Fasane
Neognathae,Galliformes,Phasianidae,Pheasants & Allies,Dendragapus,Fuliginosus,Sooty Grouse,EU,se Alaska to s California,/sooty_grouse.jpg,chicken_like,Küstengebirgshuhn,Fasane
Neognathae,Galliformes,Phasianidae,Pheasants & Allies,Tympanuchus,Phasianellus,Sharp-tailed Grouse,EU,"nc, nw",/sharp-tailed_grouse.jpg,chicken_like,Schweifhuhn,Fasane
Neognathae,Galliformes,Phasianidae,Pheasants & Allies,Tympanuchus,Pallidicinctus,Lesser Prairie Chicken,EU,c USA,/lesser_prairie_chicken.jpg,chicken_like,Kleines Präriehuhn,Fasane
Neognathae,Galliformes,Phasianidae,Pheasants & Allies,Tympanuchus,Cupido,Greater Prairie Chicken,EU,sc Canada to Texas (sc USA),/greater_prairie_chicken.jpg,chicken_like,Präriehuhn,Fasane
Neognathae,Galliformes,Phasianidae,Pheasants & Allies,Lagopus,Leucura,White-tailed Ptarmigan,EU,"w, nw",/white-tailed_ptarmigan.jpg,chicken_like,Weißschwanz-Schneehuhn,Fasane
Neognathae,Galliformes,Phasianidae,Pheasants & Allies,Lagopus,Muta,Rock Ptarmigan,"NA, EU",n,/rock_ptarmigan.jpg,chicken_like,Alpenschneehuhn,Fasane
Neognathae,Galliformes,Phasianidae,Pheasants & Allies,Lagopus,Lagopus,Willow Ptarmigan,"NA, EU",n,/willow_ptarmigan.jpg,chicken_like,Moorschneehuhn,Fasane
Neognathae,Galliformes,Phasianidae,Pheasants & Allies,Lerwa,Lerwa,Snow Partridge,EU,Himalayas to c China,/snow_partridge.jpg,chicken_like,Haldenhuhn,Fasane
Neognathae,Galliformes,Phasianidae,Pheasants & Allies,Tetraophasis,Obscurus,Verreaux's Monal-Partridge,EU,w China,/verreaux's_monal-partridge.jpg,chicken_like,Braunkehl-Keilschwanzhuhn,Fasane
Neognathae,Galliformes,Phasianidae,Pheasants & Allies,Tetraophasis,Szechenyii,Szechenyi's Monal-Partridge,EU,Himalayas,/szechenyi's_monal-partridge.jpg,chicken_like,Rostkehl-Keilschwanzhuhn,Fasane
Neognathae,Galliformes,Phasianidae,Pheasants & Allies,Tetraogallus,Caucasicus,Caucasian Snowcock,EU,Caucasus,/caucasian_snowcock.jpg,chicken_like,Kaukasuskönigshuhn,Fasane
Neognathae,Galliformes,Phasianidae,Pheasants & Allies,Tetraogallus,Caspius,Caspian Snowcock,EU,sw,/caspian_snowcock.jpg,chicken_like,Kaspikönigshuhn,Fasane
Neognathae,Galliformes,Phasianidae,Pheasants & Allies,Tetraogallus,Himalayensis,Himalayan Snowcock,EU,Himalayas,/himalayan_snowcock.jpg,chicken_like,Himalayakönigshuhn,Fasane
Neognathae,Galliformes,Phasianidae,Pheasants & Allies,Tetraogallus,Tibetanus,Tibetan Snowcock,EU,Himalayas,/tibetan_snowcock.jpg,chicken_like,Tibetkönigshuhn,Fasane
Neognathae,Galliformes,Phasianidae,Pheasants & Allies,Tetraogallus,Altaicus,Altai Snowcock,EU,"sw Siberia, w Mongolia",/altai_snowcock.jpg,chicken_like,Altaikönigshuhn,Fasane
Neognathae,Galliformes,Phasianidae,Pheasants & Allies,Alectoris,Graeca,Rock Partridge,EU,"s, se Europe",/rock_partridge.jpg,chicken_like,Steinhuhn,Fasane
Neognathae,Galliformes,Phasianidae,Pheasants & Allies,Alectoris,Chukar,Chukar Partridge,EU,s,/chukar_partridge.jpg,chicken_like,Chukarhuhn,Fasane
Neognathae,Galliformes,Phasianidae,Pheasants & Allies,Alectoris,Magna,Przevalski's Partridge,EU,nc China,/przevalski's_partridge.jpg,chicken_like,Przewalskisteinhuhn,Fasane
Neognathae,Galliformes,Phasianidae,Pheasants & Allies,Alectoris,Philbyi,Philby's Partridge,EU,sw Arabian Peninsula,/philby's_partridge.jpg,chicken_like,Philbysteinhuhn,Fasane
Neognathae,Galliformes,Phasianidae,Pheasants & Allies,Alectoris,Rufa,Red-legged Partridge,EU,sw Europe,/red-legged_partridge.jpg,chicken_like,Rothuhn,Fasane
Neognathae,Galliformes,Phasianidae,Pheasants & Allies,Alectoris,Melanocephala,Arabian Partridge,EU,s Arabian Peninsula,/arabian_partridge.jpg,chicken_like,Schwarzkopf-Steinhuhn,Fasane
Neognathae,Galliformes,Phasianidae,Pheasants & Allies,Ammoperdix,Griseogularis,See-see Partridge,EU,se Turkey to Pakistan,/see-see_partridge.jpg,chicken_like,Persisches Wüstenhuhn,Fasane
Neognathae,Galliformes,Phasianidae,Pheasants & Allies,Ammoperdix,Heyi,Sand Partridge,"EU, AF","Arabian Peninsula, Egypt, n Sudan",/sand_partridge.jpg,chicken_like,Arabisches Wüstenhuhn,Fasane
Neognathae,Galliformes,Phasianidae,Pheasants & Allies,Francolinus,Francolinus,Black Francolin,"EU, OR",Asia Minor to Bangladesh,/black_francolin.jpg,chicken_like,Halsbandfrankolin,Fasane
Neognathae,Galliformes,Phasianidae,Pheasants & Allies,Francolinus,Pondicerianus,Grey Francolin,"EU, OR","se Iran through India, Sri Lanka",/grey_francolin.jpg,chicken_like,Wachtelfrankolin,Fasane
Neognathae,Galliformes,Phasianidae,Pheasants & Allies,Perdix,Perdix,Grey Partridge,EU,"w, wc",/grey_partridge.jpg,chicken_like,Rebhuhn,Fasane
Neognathae,Galliformes,Phasianidae,Pheasants & Allies,Perdix,Dauurica,Daurian Partridge,EU,c Asia,/daurian_partridge.jpg,chicken_like,Bartrebhuhn,Fasane
Neognathae,Galliformes,Phasianidae,Pheasants & Allies,Perdix,Hodgsoniae,Tibetan Partridge,EU,c Asia,/tibetan_partridge.jpg,chicken_like,Tibetrebhuhn,Fasane
Neognathae,Galliformes,Phasianidae,Pheasants & Allies,Coturnix,Coturnix,Common Quail,"AF, IO, EU",Europe and c Asia,/common_quail.jpg,chicken_like,Wachtel,Fasane
Neognathae,Galliformes,Phasianidae,Pheasants & Allies,Coturnix,Japonica,Japanese Quail,EU,"Mongolia and e Siberia, Japan and Korea",/japanese_quail.jpg,chicken_like,Japanwachtel,Fasane
Neognathae,Galliformes,Phasianidae,Pheasants & Allies,Crossoptilon,Mantchuricum,Brown Eared Pheasant,EU,ne China,/brown_eared_pheasant.jpg,chicken_like,Brauner Ohrfasan,Fasane
Neognathae,Galliformes,Phasianidae,Pheasants & Allies,Crossoptilon,Auritum,Blue Eared Pheasant,EU,c China,/blue_eared_pheasant.jpg,chicken_like,Blauer Ohrfasan,Fasane
Neognathae,Galliformes,Phasianidae,Pheasants & Allies,Syrmaticus,Soemmerringii,Copper Pheasant,EU,Japan,/copper_pheasant.jpg,chicken_like,Kupferfasan,Fasane
Neognathae,Galliformes,Phasianidae,Pheasants & Allies,Syrmaticus,Reevesii,Reeves's Pheasant,EU,"n, c China",/reeves's_pheasant.jpg,chicken_like,Königsfasan,Fasane
Neognathae,Galliformes,Phasianidae,Pheasants & Allies,Phasianus,Colchicus,Common Pheasant,EU,"c, e, also s China, Taiwan, n Vietnam",/common_pheasant.jpg,chicken_like,Jagdfasan,Fasane
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Branta,Bernicla,Brant Goose,"NA, EU",widespread,/brant_goose.jpg,duck_like,Ringelgans,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Branta,Ruficollis,Red-breasted Goose,EU,nw Siberia,/red-breasted_goose.jpg,duck_like,Rothalsgans,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Branta,Leucopsis,Barnacle Goose,EU,Greenland to nw Russia,/barnacle_goose.jpg,duck_like,Weißwangengans,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Branta,Hutchinsii,Cackling Goose,EU,c Canada,/cackling_goose.jpg,duck_like,Zwergkanadagans,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Anser,Indicus,Bar-headed Goose,EU,c Asia,/bar-headed_goose.jpg,duck_like,Streifengans,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Anser,Canagicus,Emperor Goose,"NA, EU","w Alaska, ne Siberia",/emperor_goose.jpg,duck_like,Kaisergans,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Anser,Rossii,Ross's Goose,"NA, EU",n Canada,/ross's_goose.jpg,duck_like,Zwergschneegans,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Anser,Caerulescens,Snow Goose,"NA, EU",n,/snow_goose.jpg,duck_like,Schneegans,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Anser,Anser,Greylag Goose,EU,"c, w",/greylag_goose.jpg,duck_like,Graugans,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Anser,Cygnoides,Swan Goose,EU,c Asia and Mongolia to se Siberia,/swan_goose.jpg,duck_like,Schwanengans,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Anser,Fabalis,Taiga Bean Goose,EU,n,/taiga_bean_goose.jpg,duck_like,Waldsaatgans,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Anser,Brachyrhynchus,Pink-footed Goose,EU,"Greenland, Iceland, Svalbard",/pink-footed_goose.jpg,duck_like,Kurzschnabelgans,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Anser,Serrirostris,Tundra Bean Goose,EU,n,/tundra_bean_goose.jpg,duck_like,Tundrasaatgans,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Anser,Albifrons,Greater White-fronted Goose,"NA, MA, EU",widespread,/greater_white-fronted_goose.jpg,duck_like,Blässgans,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Anser,Erythropus,Lesser White-fronted Goose,EU,n Eurasia,/lesser_white-fronted_goose.jpg,duck_like,Zwerggans,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Cygnus,Olor,Mute Swan,EU,Europe to c Asia,/mute_swan.jpg,duck_like,Höckerschwan,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Cygnus,Buccinator,Trumpeter Swan,EU,"Alaska, w Canada, nc USA",/trumpeter_swan.jpg,duck_like,Trompeterschwan,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Cygnus,Columbianus,Tundra Swan,"EU, NA",n,/tundra_swan.jpg,duck_like,Zwergschwan,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Cygnus,Cygnus,Whooper Swan,EU,n Eurasia,/whooper_swan.jpg,duck_like,Singschwan,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Tadorna,Tadorna,Common Shelduck,"EU, AF",w Europe to ne China,/common_shelduck.jpg,duck_like,Brandgans,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Tadorna,Ferruginea,Ruddy Shelduck,EU,"s Europe to c Asia, nw Africa and Ethiopia",/ruddy_shelduck.jpg,duck_like,Rostgans,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Tadorna,Cristata†,Crested Shelduck,EU,ne Asia,/crested_shelduck.jpg,duck_like,Schopfkasarka,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Aix,Galericulata,Mandarin Duck,EU,"se Siberia, Korea, Japan and e China",/mandarin_duck.jpg,duck_like,Mandarinente,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Sibirionetta,Formosa,Baikal Teal,EU,e Siberia,/baikal_teal.jpg,duck_like,Gluckente,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Spatula,Querquedula,Garganey,EU,w Europe to Japan,/garganey.jpg,duck_like,Knäkente,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Spatula,Clypeata,Northern Shoveler,"NA, EU",widespread,/northern_shoveler.jpg,duck_like,Löffelente,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Mareca,Strepera,Gadwall,"NA, EU",widespread,/gadwall.jpg,duck_like,Schnatterente,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Mareca,Falcata,Falcated Duck,EU,"Mongolia, e Siberia and ne China",/falcated_duck.jpg,duck_like,Sichelente,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Mareca,Penelope,Eurasian Wigeon,EU,n Eurasia,/eurasian_wigeon.jpg,duck_like,Pfeifente,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Anas,Platyrhynchos,Mallard,"NA, EU",widespread,/mallard.jpg,duck_like,Stockente,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Anas,Fulvigula,Mottled Duck,"NA, EU","sc, se",/mottled_duck.jpg,duck_like,Mexikostockente,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Anas,Rubripes,American Black Duck,"NA, EU",e Canada and ne USA,/american_black_duck.jpg,duck_like,Dunkelente,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Anas,Acuta,Northern Pintail,"NA, EU",Widespread,/northern_pintail.jpg,duck_like,Spießente,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Anas,Crecca,Eurasian Teal,"EU, NA","n and c Europe and Asia, Aleutian Is.",/eurasian_teal.jpg,duck_like,Krickente,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Anas,Carolinensis,Green-winged Teal,"EU, NA",widespread,/green-winged_teal.jpg,duck_like,Carolinakrickente,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Marmaronetta,Angustirostris,Marbled Duck,EU,s Spain and nw Africa to Pakistan,/marbled_duck.jpg,duck_like,Marmelente,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Netta,Rufina,Red-crested Pochard,EU,c and s Europe to n China,/red-crested_pochard.jpg,duck_like,Kolbenente,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Aythya,Ferina,Common Pochard,EU,w Europe to c Asia and n China,/common_pochard.jpg,duck_like,Tafelente,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Aythya,Baeri,Baer's Pochard,EU,se Siberia and n China,/baer's_pochard.jpg,duck_like,Baermoorente,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Aythya,Nyroca,Ferruginous Duck,EU,w Europe and nw Africa to c Asia,/ferruginous_duck.jpg,duck_like,Moorente,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Aythya,Fuligula,Tufted Duck,EU,widespread,/tufted_duck.jpg,duck_like,Reiherente,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Aythya,Marila,Greater Scaup,"NA, EU",widespread,/greater_scaup.jpg,duck_like,Bergente,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Aythya,Affinis,Lesser Scaup,"NA, EU",widespread,/lesser_scaup.jpg,duck_like,Kanadabergente,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Polysticta,Stelleri,Steller's Eider,"NA, EU","Siberia, Alaska",/steller's_eider.jpg,duck_like,Scheckente,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Somateria,Fischeri,Spectacled Eider,"NA, EU","Siberia, Alaska",/spectacled_eider.jpg,duck_like,Plüschkopfente,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Somateria,Spectabilis,King Eider,"NA, EU",Arctic,/king_eider.jpg,duck_like,Prachteiderente,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Somateria,Mollissima,Common Eider,"NA, EU",Arctic,/common_eider.jpg,duck_like,Eiderente,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Histrionicus,Histrionicus,Harlequin Duck,"NA, EU","ne Siberia and nw NA; ne Canada, Greenland and Iceland",/harlequin_duck.jpg,duck_like,Kragenente,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Camptorhynchus †,Labradorius†,Labrador Duck,"NA, EU",Labrador? Gulf of St. Lawrence?,/labrador_duck.jpg,duck_like,Labradorente,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Melanitta,Perspicillata,Surf Scoter,"NA, EU","Alaska, n and e Canada",/surf_scoter.jpg,duck_like,Brillenente,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Melanitta,Fusca,Velvet Scoter,EU,"n Europe, nw Siberia",/velvet_scoter.jpg,duck_like,Samtente,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Melanitta,Deglandi,White-winged Scoter,EU,"Alaska, n Canada",/white-winged_scoter.jpg,duck_like,Höckersamtente,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Melanitta,Stejnegeri,Stejneger's Scoter,EU,c and e Siberia,/stejneger's_scoter.jpg,duck_like,Kamtschatkasamtente,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Melanitta,Nigra,Common Scoter,EU,n Europe to nc Siberia,/common_scoter.jpg,duck_like,Trauerente,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Melanitta,Americana,Black Scoter,"EU, NA","ne Siberia and Alaska, ne Canada",/black_scoter.jpg,duck_like,Pazifiktrauerente,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Clangula,Hyemalis,Long-tailed Duck,"NA, EU",Siberia to n Canada,/long-tailed_duck.jpg,duck_like,Eisente,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Bucephala,Albeola,Bufflehead,"NA, EU","Alaska, Canada, nw USA",/bufflehead.jpg,duck_like,Büffelkopfente,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Bucephala,Clangula,Common Goldeneye,"NA, EU",widespread,/common_goldeneye.jpg,duck_like,Schellente,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Bucephala,Islandica,Barrow's Goldeneye,"NA, EU","Alaska through Canada and s to nw USA, Iceland",/barrow's_goldeneye.jpg,duck_like,Spatelente,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Mergellus,Albellus,Smew,EU,n Eurasia,/smew.jpg,duck_like,Zwergsäger,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Lophodytes,Cucullatus,Hooded Merganser,EU,"Alaska to nw USA, se Canada to se USA",/hooded_merganser.jpg,duck_like,Kappensäger,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Mergus,Merganser,Common Merganser,"NA, EU",widespread,/common_merganser.jpg,duck_like,Gänsesäger,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Mergus,Serrator,Red-breasted Merganser,"NA, EU",widespread,/red-breasted_merganser.jpg,duck_like,Mittelsäger,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Mergus,Squamatus,Scaly-sided Merganser,EU,"e Siberia, Korea, ne China",/scaly-sided_merganser.jpg,duck_like,Schuppensäger,"Enten, Gänse, Schwänw"
Neognathae,Anseriformes,Anatidae,"Ducks, Geese, Swans",Oxyura,Leucocephala,White-headed Duck,EU,s Europe and n Africa to c Asia and nw China,/white-headed_duck.jpg,duck_like,Weißkopf-Ruderente,"Enten, Gänse, Schwänw"
Neoaves,Caprimulgiformes,Caprimulgidae,Nightjars,Caprimulgus,Ruficollis,Red-necked Nightjar,"EU, AF",Iberian Peninsula to nw AF,/red-necked_nightjar.jpg,owl_like,Rothals-Ziegenmelker,Nachtschwalben
Neoaves,Caprimulgiformes,Caprimulgidae,Nightjars,Caprimulgus,Europaeus,European Nightjar,EU,"w, c",/european_nightjar.jpg,owl_like,Nachtschwalbe,Nachtschwalben
Neoaves,Caprimulgiformes,Caprimulgidae,Nightjars,Caprimulgus,Aegyptius,Egyptian Nightjar,"EU, AF",nw AF to sc Asia,/egyptian_nightjar.jpg,owl_like,Pharaonennachtschwalbe,Nachtschwalben
Neoaves,Caprimulgiformes,Caprimulgidae,Nightjars,Caprimulgus,Mahrattensis,Sykes's Nightjar,EU,sc Asia,/sykes's_nightjar.jpg,owl_like,Sykesnachtschwalbe,Nachtschwalben
Neoaves,Caprimulgiformes,Caprimulgidae,Nightjars,Caprimulgus,Centralasicus,Vaurie's Nightjar,EU,w China,/vaurie's_nightjar.jpg,owl_like,Vaurienachtschwalbe,Nachtschwalben
Neoaves,Otidiformes,Otididae,Bustards,Otis,Tarda,Great Bustard,EU,"ec, wc",/great_bustard.jpg,chicken_like,Großtrappe,Trappen
Neoaves,Otidiformes,Otididae,Bustards,Chlamydotis,Macqueenii,Macqueen's Bustard,EU,Middle East to c China,/macqueen's_bustard.jpg,chicken_like,Steppenkragentrappe,Trappen
Neoaves,Otidiformes,Otididae,Bustards,Tetrax,Tetrax,Little Bustard,EU,sw Europe and nw Africa to c Asia,/little_bustard.jpg,chicken_like,Zwergtrappe,Trappen
Neoaves,Cuculiformes,Cuculidae,Cuckoos,Clamator,Glandarius,Great Spotted Cuckoo,"AF, EU",s Europe through AF,/great_spotted_cuckoo.jpg,sparrow_like,Häherkuckuck,Kuckucke
Neoaves,Cuculiformes,Cuculidae,Cuckoos,Hierococcyx,Hyperythrus,Rufous Hawk-Cuckoo,EU,"se Siberia, Japan, Korea and ne China",/rufous_hawk-cuckoo.jpg,sparrow_like,Rostbauch-Fluchtkuckuck,Kuckucke
Neoaves,Cuculiformes,Cuculidae,Cuckoos,Cuculus,Poliocephalus,Lesser Cuckoo,"EU, OR","se Siberia and Japan to s China, n Southeast Asia and the Himalayas",/lesser_cuckoo.jpg,sparrow_like,Gackelkuckuck,Kuckucke
Neoaves,Cuculiformes,Cuculidae,Cuckoos,Cuculus,Optatus,Oriental Cuckoo,EU,"ne Asia, Taiwan",/oriental_cuckoo.jpg,sparrow_like,Horsfieldkuckuck,Kuckucke
Neoaves,Cuculiformes,Cuculidae,Cuckoos,Cuculus,Canorus,Common Cuckoo,EU,widespread,/common_cuckoo.jpg,sparrow_like,Kuckuck,Kuckucke
Neoaves,Columbiformes,Columbidae,"Pigeons, Doves",Columba,Rupestris,Hill Pigeon,EU,"c, e",/hill_pigeon.jpg,pigeon_like,Klippentaube,"Tauben, Schwalben"
Neoaves,Columbiformes,Columbidae,"Pigeons, Doves",Columba,Leuconota,Snow Pigeon,EU,"sc, se",/snow_pigeon.jpg,pigeon_like,Schneetaube,"Tauben, Schwalben"
Neoaves,Columbiformes,Columbidae,"Pigeons, Doves",Columba,Oenas,Stock Dove,EU,"w, sw",/stock_dove.jpg,pigeon_like,Hohltaube,"Tauben, Schwalben"
Neoaves,Columbiformes,Columbidae,"Pigeons, Doves",Columba,Eversmanni,Yellow-eyed Pigeon,EU,Iran to nw China,/yellow-eyed_pigeon.jpg,pigeon_like,Gelbaugentaube,"Tauben, Schwalben"
Neoaves,Columbiformes,Columbidae,"Pigeons, Doves",Columba,Palumbus,Common Wood Pigeon,EU,"w, sw",/common_wood_pigeon.jpg,pigeon_like,Ringeltaube,"Tauben, Schwalben"
Neoaves,Columbiformes,Columbidae,"Pigeons, Doves",Columba,Janthina,Japanese Wood Pigeon,EU,islands s of Japan and South Korea,/japanese_wood_pigeon.jpg,pigeon_like,Veilchentaube,"Tauben, Schwalben"
Neoaves,Columbiformes,Columbidae,"Pigeons, Doves",Columba,Versicolor†,Bonin Wood Pigeon,EU,Bonin Is.,/bonin_wood_pigeon.jpg,pigeon_like,Bonintaube,"Tauben, Schwalben"
