Taxon,Order,Family (Scientific),Family (English),Genus,Species (Scientific),Species (English),Breeding Range,Breeding Range-Subregion(s),picture_url,shape,Species (German),Family (German)
Neoaves,Passeriformes,Corvidae,"Crows, Jays",Coloeus,Dauuricus,Daurian Jackdaw,EU,"w China, Mongolia and se Russia to s China",/daurian_jackdaw.jpg,sparrow_like,Elsterdohle,Raben und Krähen
Neoaves,Passeriformes,Corvidae,"Crows, Jays",Corvus,Frugilegus,Rook,EU,widespread,/swamp_sparrow.jpg,sparrow_like,Saatkrähe,Raben und Krähen
Neoaves,Passeriformes,Corvidae,"Crows, Jays",Corvus,Brachyrhynchos,American Crow,EU,widespread,/american_crow.jpg,sparrow_like,Amerikakrähe,Raben und Krähen
Neoaves,Passeriformes,Corvidae,"Crows, Jays",Corvus,Caurinus,Northwestern Crow,EU,"s Alaska, Canadian west coast and nw Washington",/northwestern_crow.jpg,sparrow_like,Alaskakrähe,Raben und Krähen
Neoaves,Passeriformes,Corvidae,"Crows, Jays",Corvus,Corone,Carrion Crow,EU,"n, sw, e",/carrion_crow.jpg,sparrow_like,Rabenkrähe,Raben und Krähen
Neoaves,Passeriformes,Corvidae,"Crows, Jays",Corvus,Cornix,Hooded Crow,EU,"c, s",/hooded_crow.jpg,sparrow_like,Nebelkrähe,Raben und Krähen
Neoaves,Passeriformes,Corvidae,"Crows, Jays",Corvus,Torquatus,Collared Crow,"EU, OR","e, c China, n Vietnam",/collared_crow.jpg,sparrow_like,Halsbandkrähe,Raben und Krähen
Neoaves,Passeriformes,Corvidae,"Crows, Jays",Corvus,Macrorhynchos,Large-billed Crow,"EU, OR","e Eurasia also c, s Malay Peninsula, Sundas, Philippines",/large-billed_crow.jpg,sparrow_like,Dschungelkrähe,Raben und Krähen
Neoaves,Passeriformes,Corvidae,"Crows, Jays",Corvus,Ruficollis,Brown-necked Raven,"AF, EU","n & ne Africa, Arabian Peninsula to Kazakhstan",/brown-necked_raven.jpg,sparrow_like,Wüstenrabe,Raben und Krähen
Neoaves,Passeriformes,Corvidae,"Crows, Jays",Corvus,Corax,Northern Raven,"NA, MA, EU",widespread,/northern_raven.jpg,sparrow_like,Kolkrabe,Raben und Krähen
Neoaves,Passeriformes,Corvidae,"Crows, Jays",Corvus,Rhipidurus,Fan-tailed Raven,"AF, EU","e, c, w AF, sw EU",/fan-tailed_raven.jpg,sparrow_like,Borstenrabe,Raben und Krähen
Neoaves,Passeriformes,Bombycillidae,Waxwings,Bombycilla,Garrulus,Bohemian Waxwing,"EU, NA",n,/bohemian_waxwing.jpg,sparrow_like,Seidenschwanz,Seidenschwänze
Neoaves,Passeriformes,Bombycillidae,Waxwings,Bombycilla,Japonica,Japanese Waxwing,EU,e Asia,/japanese_waxwing.jpg,sparrow_like,Blutseidenschwanz,Seidenschwänze
Neoaves,Passeriformes,Hypocoliidae,Hypocolius,Hypocolius,Ampelinus,Grey Hypocolius,EU,"Iraq, s Iran, s Turkmenistan and s Afghanistan, also to Arabian peninsula, s Pakistan and w India",/grey_hypocolius.jpg,sparrow_like,Seidenwürger,Seidenwürger
Neoaves,Passeriformes,Dulidae,Palmchat,Dulus,Dominicus,Palmchat,EU,Hispaniola,/palmchat.jpg,sparrow_like,Palmenschwätzer,Palmschwätzer
Neoaves,Passeriformes,Paridae,"Tits, Chickadees",Periparus,Rufonuchalis,Rufous-naped Tit,EU,"w, nw Himalayas",/rufous-naped_tit.jpg,sparrow_like,Fichtenmeise,Meisen
Neoaves,Passeriformes,Paridae,"Tits, Chickadees",Periparus,Ater,Coal Tit,EU,widespread,/coal_tit.jpg,sparrow_like,Tannenmeise,Meisen
Neoaves,Passeriformes,Paridae,"Tits, Chickadees",Pardaliparus,Venustulus,Yellow-bellied Tit,EU,"e, c, s China",/yellow-bellied_tit.jpg,sparrow_like,Schmuckmeise,Meisen
Neoaves,Passeriformes,Paridae,"Tits, Chickadees",Lophophanes,Cristatus,European Crested Tit,EU,Europe,/european_crested_tit.jpg,sparrow_like,Haubenmeise,Meisen
Neoaves,Passeriformes,Paridae,"Tits, Chickadees",Sittiparus,Varius,Varied Tit,EU,"s Kuril Is., Japan, Korea and ne China",/varied_tit.jpg,sparrow_like,Buntmeise,Meisen
Neoaves,Passeriformes,Paridae,"Tits, Chickadees",Sittiparus,Owstoni,Owston's Tit,EU,s Izu Is.,/owston's_tit.jpg,sparrow_like,Izuinseln-Buntmeise,Meisen
Neoaves,Passeriformes,Paridae,"Tits, Chickadees",Sittiparus,Olivaceus,Iriomote Tit,EU,Yaeyama Is. (s Ryukyu Is.),/iriomote_tit.jpg,sparrow_like,Iriomote-Buntmeise,Meisen
Neoaves,Passeriformes,Paridae,"Tits, Chickadees",Sittiparus,Castaneoventris,Chestnut-bellied Tit,EU,Taiwan,/chestnut-bellied_tit.jpg,sparrow_like,Taiwanbuntmeise,Meisen
Neoaves,Passeriformes,Paridae,"Tits, Chickadees",Poecile,Superciliosus,White-browed Tit,EU,w China,/white-browed_tit.jpg,sparrow_like,Weißbrauenmeise,Meisen
Neoaves,Passeriformes,Paridae,"Tits, Chickadees",Poecile,Lugubris,Sombre Tit,EU,sc,/sombre_tit.jpg,sparrow_like,Balkanmeise,Meisen
Neoaves,Passeriformes,Paridae,"Tits, Chickadees",Poecile,Cinctus,Grey-headed Chickadee,EU,"n, also nw NA",/grey-headed_chickadee.jpg,sparrow_like,Lapplandmeise,Meisen
Neoaves,Passeriformes,Paridae,"Tits, Chickadees",Poecile,Rufescens,Chestnut-backed Chickadee,EU,w,/chestnut-backed_chickadee.jpg,sparrow_like,Rotrückenmeise,Meisen
Neoaves,Passeriformes,Paridae,"Tits, Chickadees",Poecile,Hudsonicus,Boreal Chickadee,EU,n,/boreal_chickadee.jpg,sparrow_like,Hudsonmeise,Meisen
Neoaves,Passeriformes,Paridae,"Tits, Chickadees",Poecile,Davidi,Pere David's Tit,EU,nc China,/swamp_sparrow.jpg,sparrow_like,Davidmeise,Meisen
Neoaves,Passeriformes,Paridae,"Tits, Chickadees",Poecile,Palustris,Marsh Tit,EU,widespread,/marsh_tit.jpg,sparrow_like,Sumpfmeise,Meisen
Neoaves,Passeriformes,Paridae,"Tits, Chickadees",Poecile,Weigoldicus,Sichuan Tit,EU,"wc, swc China",/sichuan_tit.jpg,sparrow_like,Sumpfmeise,Meisen
Neoaves,Passeriformes,Paridae,"Tits, Chickadees",Poecile,Hyrcanus,Caspian Tit,EU,se Azerbaijan and n Iran,/caspian_tit.jpg,sparrow_like,Elbursmeise,Meisen
Neoaves,Passeriformes,Paridae,"Tits, Chickadees",Poecile,Montanus,Willow Tit,EU,widespread,/willow_tit.jpg,sparrow_like,Weidenmeise,Meisen
Neoaves,Passeriformes,Paridae,"Tits, Chickadees",Cyanistes,Caeruleus,Eurasian Blue Tit,EU,"w, c",/eurasian_blue_tit.jpg,sparrow_like,Blaumeise,Meisen
Neoaves,Passeriformes,Paridae,"Tits, Chickadees",Cyanistes,Cyanus,Azure Tit,EU,"c, e",/azure_tit.jpg,sparrow_like,Lasurmeise,Meisen
Neoaves,Passeriformes,Paridae,"Tits, Chickadees",Pseudopodoces,Humilis,Ground Tit,EU,Tibet,/ground_tit.jpg,sparrow_like,Tibetmeise,Meisen
Neoaves,Passeriformes,Paridae,"Tits, Chickadees",Parus,Major,Great Tit,EU,"w, c Eurasia, n Africa",/great_tit.jpg,sparrow_like,Kohlmeise,Meisen
Neoaves,Passeriformes,Paridae,"Tits, Chickadees",Parus,Minor,Japanese Tit,EU,"ec, e Asia",/japanese_tit.jpg,sparrow_like,Kohlmeise,Meisen
Neoaves,Passeriformes,Paridae,"Tits, Chickadees",Parus,Monticolus,Green-backed Tit,"EU, OR",w Himalayas to sc Vietnam and Taiwan,/green-backed_tit.jpg,sparrow_like,Bergkohlmeise,Meisen
Neoaves,Passeriformes,Remizidae,Penduline Tits,Remiz,Pendulinus,Eurasian Penduline Tit,EU,"w, n, sc",/eurasian_penduline_tit.jpg,sparrow_like,Beutelmeise,Beutelmeisen
Neoaves,Passeriformes,Remizidae,Penduline Tits,Remiz,Macronyx,Black-headed Penduline Tit,EU,c Asia,/black-headed_penduline_tit.jpg,sparrow_like,Schwarzkopf-Beutelmeise,Beutelmeisen
Neoaves,Passeriformes,Remizidae,Penduline Tits,Remiz,Coronatus,White-crowned Penduline Tit,EU,sc,/white-crowned_penduline_tit.jpg,sparrow_like,Kronenbeutelmeise,Beutelmeisen
Neoaves,Passeriformes,Remizidae,Penduline Tits,Remiz,Consobrinus,Chinese Penduline Tit,EU,n China,/chinese_penduline_tit.jpg,sparrow_like,Chinabeutelmeise,Beutelmeisen
Neoaves,Passeriformes,Panuridae,Bearded Reedling,Panurus,Biarmicus,Bearded Reedling,EU,"w, c",/bearded_reedling.jpg,sparrow_like,Bartmeise,Panuridae
Neoaves,Passeriformes,Alaudidae,Larks,Alaemon,Alaudipes,Greater Hoopoe-Lark,"AF, EU",Morocco to Pakistan,/greater_hoopoe-lark.jpg,sparrow_like,Wüstenläuferlerche,Lerchen
Neoaves,Passeriformes,Alaudidae,Larks,Ammomanes,Deserti,Desert Lark,"AF, EU",Morocco to w India,/desert_lark.jpg,sparrow_like,Steinlerche,Lerchen
Neoaves,Passeriformes,Alaudidae,Larks,Ammomanes,Cinctura,Bar-tailed Lark,"AF, EU",Morocco to Pakistan,/bar-tailed_lark.jpg,sparrow_like,Sandlerche,Lerchen
Neoaves,Passeriformes,Alaudidae,Larks,Eremopterix,Nigriceps,Black-crowned Sparrow-Lark,"AF, EU",Mauritania to nw India,/black-crowned_sparrow-lark.jpg,sparrow_like,Weißstirnlerche,Lerchen
Neoaves,Passeriformes,Alaudidae,Larks,Lullula,Arborea,Woodlark,EU,"w, also n Africa",/woodlark.jpg,sparrow_like,Heidelerche,Lerchen
Neoaves,Passeriformes,Alaudidae,Larks,Alauda,Leucoptera,White-winged Lark,EU,s Ukraine through Kazakhstan to sc Russia,/white-winged_lark.jpg,sparrow_like,Weißflügellerche,Lerchen
Neoaves,Passeriformes,Alaudidae,Larks,Alauda,Arvensis,Eurasian Skylark,EU,widespread,/eurasian_skylark.jpg,sparrow_like,Feldlerche,Lerchen
Neoaves,Passeriformes,Alaudidae,Larks,Galerida,Cristata,Crested Lark,"EU, AF",widespread,/crested_lark.jpg,sparrow_like,Haubenlerche,Lerchen
Neoaves,Passeriformes,Alaudidae,Larks,Eremophila,Alpestris,Horned Lark,"NA, MA, EU",widespread,/horned_lark.jpg,sparrow_like,Ohrenlerche,Lerchen
Neoaves,Passeriformes,Alaudidae,Larks,Eremophila,Bilopha,Temminck's Lark,"AF, EU",nw Mauritania and Morocco to Syria and Iraq,/temminck's_lark.jpg,sparrow_like,Saharaohrenlerche,Lerchen
Neoaves,Passeriformes,Alaudidae,Larks,Calandrella,Acutirostris,Hume's Short-toed Lark,EU,sc,/hume's_short-toed_lark.jpg,sparrow_like,Tibetlerche,Lerchen
Neoaves,Passeriformes,Alaudidae,Larks,Calandrella,Dukhunensis,Mongolian Short-toed Lark,EU,w and c China,/mongolian_short-toed_lark.jpg,sparrow_like,China-Kurzzehenlerche,Lerchen
Neoaves,Passeriformes,Alaudidae,Larks,Calandrella,Brachydactyla,Greater Short-toed Lark,EU,"c, s",/greater_short-toed_lark.jpg,sparrow_like,Kurzzehenlerche,Lerchen
Neoaves,Passeriformes,Alaudidae,Larks,Melanocorypha,Bimaculata,Bimaculated Lark,EU,"wc Turkey to s Kazakhstan, Kyrgyzstan, ne Iran and n Afghanistan. Also n Israel, Lebanon and w Syria and n Iraq.",/bimaculated_lark.jpg,sparrow_like,Bergkalanderlerche,Lerchen
Neoaves,Passeriformes,Alaudidae,Larks,Melanocorypha,Calandra,Calandra Lark,EU,"sw, also n Africa",/calandra_lark.jpg,sparrow_like,Kalanderlerche,Lerchen
Neoaves,Passeriformes,Alaudidae,Larks,Melanocorypha,Yeltoniensis,Black Lark,EU,s Russia and Kazakhstan,/black_lark.jpg,sparrow_like,Schwarzsteppenlerche,Lerchen
Neoaves,Passeriformes,Alaudidae,Larks,Melanocorypha,Mongolica,Mongolian Lark,EU,s Russia and Mongolia to c China,/mongolian_lark.jpg,sparrow_like,Mongolenlerche,Lerchen
Neoaves,Passeriformes,Alaudidae,Larks,Melanocorypha,Maxima,Tibetan Lark,EU,Tibetan Plateau from nw India to c China,/tibetan_lark.jpg,sparrow_like,Sumpflerche,Lerchen
Neoaves,Passeriformes,Alaudidae,Larks,Alaudala,Cheleensis,Asian Short-toed Lark,EU,sc to e,/asian_short-toed_lark.jpg,sparrow_like,Salzlerche,Lerchen
Neoaves,Passeriformes,Alaudidae,Larks,Alaudala,Rufescens,Lesser Short-toed Lark,EU,"s, also n Africa",/lesser_short-toed_lark.jpg,sparrow_like,Stummellerche,Lerchen
Neoaves,Passeriformes,Pycnonotidae,Bulbuls,Pycnonotus,Leucogenys,Himalayan Bulbul,EU,Himalayas,/himalayan_bulbul.jpg,sparrow_like,Himalajabülbül,Bülbüls
Neoaves,Passeriformes,Pycnonotidae,Bulbuls,Pycnonotus,Leucotis,White-eared Bulbul,EU,sw,/white-eared_bulbul.jpg,sparrow_like,Weißohrbülbül,Bülbüls
Neoaves,Passeriformes,Pycnonotidae,Bulbuls,Pycnonotus,Xanthopygos,White-spectacled Bulbul,EU,s Turkey and Syria to Yemen and Oman,/white-spectacled_bulbul.jpg,sparrow_like,Gelbsteißbülbül,Bülbüls
Neoaves,Passeriformes,Pycnonotidae,Bulbuls,Hypsipetes,Amaurotis,Brown-eared Bulbul,EU,Japan to n Philippines,/brown-eared_bulbul.jpg,sparrow_like,Orpheusbülbül,Bülbüls
Neoaves,Passeriformes,Hirundinidae,"Swallows, Martins",Riparia,Diluta,Pale Martin,EU,c,/pale_martin.jpg,sparrow_like,Fahluferschwalbe,Schwalben
Neoaves,Passeriformes,Hirundinidae,"Swallows, Martins",Ptyonoprogne,Rupestris,Eurasian Crag Martin,EU,Mediterranean region through s Asia to Mongolia and e China,/eurasian_crag_martin.jpg,sparrow_like,Felsenschwalbe,Schwalben
Neoaves,Passeriformes,Hirundinidae,"Swallows, Martins",Ptyonoprogne,Obsoleta,Pale Crag Martin,EU,"sc, also n Africa",/pale_crag_martin.jpg,sparrow_like,Wüstenschwalbe,Schwalben
Neoaves,Passeriformes,Hirundinidae,"Swallows, Martins",Delichon,Urbicum,Common House Martin,EU,widespread,/common_house_martin.jpg,sparrow_like,Mehlschwalbe,Schwalben
Neoaves,Passeriformes,Hirundinidae,"Swallows, Martins",Delichon,Dasypus,Asian House Martin,EU,"s, e",/asian_house_martin.jpg,sparrow_like,Kaschmirschwalbe,Schwalben
Neoaves,Passeriformes,Hirundinidae,"Swallows, Martins",Cecropis,Daurica,Red-rumped Swallow,"EU, OR, AF",widespread,/red-rumped_swallow.jpg,sparrow_like,Rötelschwalbe,Schwalben
Neoaves,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Horornis,Diphone,Japanese Bush Warbler,EU,"Sakhalin Is. to Japan and Ryukyu islands and e, c China",/japanese_bush_warbler.jpg,sparrow_like,Japanseidensänger,Seidensängerverwandte
Neoaves,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Horornis,Canturians,Manchurian Bush Warbler,EU,"c, e China, se Siberia and Korea",/manchurian_bush_warbler.jpg,sparrow_like,Koreaseidensänger,Seidensängerverwandte
Neoaves,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Cettia,Cetti,Cetti's Warbler,EU,"sw, sc, also n Africa",/cetti's_warbler.jpg,sparrow_like,Seidensänger,Seidensängerverwandte
Neoaves,Passeriformes,Cettiidae,Cettia Bush Warblers & Allies,Urosphena,Squameiceps,Asian Stubtail,EU,"se Russia, ne China, North and South Korea and Japan",/asian_stubtail.jpg,sparrow_like,Buschstutzschwanz,Seidensängerverwandte
Neoaves,Passeriformes,Scotocercidae,Streaked Scrub Warbler,Scotocerca,Inquieta,Streaked Scrub Warbler,EU,"sc, also n Africa",/streaked_scrub_warbler.jpg,sparrow_like,Wüstendickichtsänger,Wüstenprinie
Neoaves,Passeriformes,Aegithalidae,Bushtits,Aegithalos,Caudatus,Long-tailed Tit,EU,widespread,/long-tailed_tit.jpg,sparrow_like,Schwanzmeise,Schwanzmeisen
Neoaves,Passeriformes,Aegithalidae,Bushtits,Aegithalos,Glaucogularis,Silver-throated Bushtit,EU,"c, ne, ec China",/silver-throated_bushtit.jpg,sparrow_like,Silberkehl-Schwanzmeise,Schwanzmeisen
Neoaves,Passeriformes,Aegithalidae,Bushtits,Aegithalos,Leucogenys,White-cheeked Bushtit,EU,ne Afghanistan and n Pakistan,/white-cheeked_bushtit.jpg,sparrow_like,Weißwangen-Schwanzmeise,Schwanzmeisen
Neoaves,Passeriformes,Aegithalidae,Bushtits,Aegithalos,Fuliginosus,Sooty Bushtit,EU,nc China,/sooty_bushtit.jpg,sparrow_like,Rußschwanzmeise,Schwanzmeisen
Neoaves,Passeriformes,Aegithalidae,Bushtits,Leptopoecile,Sophiae,White-browed Tit-warbler,EU,"c, sc",/white-browed_tit-warbler.jpg,sparrow_like,Purpurhähnchen,Schwanzmeisen
Neoaves,Passeriformes,Aegithalidae,Bushtits,Leptopoecile,Elegans,Crested Tit-warbler,EU,"Himalayas, China",/crested_tit-warbler.jpg,sparrow_like,Schopfhähnchen,Schwanzmeisen
Neoaves,Passeriformes,Phylloscopidae,Leaf Warblers & Allies,Phylloscopus,Sibilatrix,Wood Warbler,EU,Europe through n Kazakhstan and c Russia,/wood_warbler.jpg,sparrow_like,Waldlaubsänger,Laubsängerartige
Neoaves,Passeriformes,Phylloscopidae,Leaf Warblers & Allies,Phylloscopus,Bonelli,Western Bonelli's Warbler,EU,"Spain and Portugal to Austria, Slovenia and Italy",/western_bonelli's_warbler.jpg,sparrow_like,Berglaubsänger,Laubsängerartige
Neoaves,Passeriformes,Phylloscopidae,Leaf Warblers & Allies,Phylloscopus,Orientalis,Eastern Bonelli's Warbler,EU,"se Europe to w Turkey, Syria and Lebanon",/eastern_bonelli's_warbler.jpg,sparrow_like,Balkanlaubsänger,Laubsängerartige
Neoaves,Passeriformes,Phylloscopidae,Leaf Warblers & Allies,Phylloscopus,Humei,Hume's Leaf Warbler,EU,"sc, c China",/hume's_leaf_warbler.jpg,sparrow_like,Tienschan-Laubsänger,Laubsängerartige
Neoaves,Passeriformes,Phylloscopidae,Leaf Warblers & Allies,Phylloscopus,Inornatus,Yellow-browed Warbler,EU,"c Russia and n Kazakhstan to e Russia, ne China and North Korea",/yellow-browed_warbler.jpg,sparrow_like,Gelbbrauen-Laubsänger,Laubsängerartige
Neoaves,Passeriformes,Phylloscopidae,Leaf Warblers & Allies,Phylloscopus,Subviridis,Brooks's Leaf Warbler,EU,"e Afghanistan, n Pakistan and nw India",/brooks's_leaf_warbler.jpg,sparrow_like,Brookslaubsänger,Laubsängerartige
Neoaves,Passeriformes,Phylloscopidae,Leaf Warblers & Allies,Phylloscopus,Yunnanensis,Chinese Leaf Warbler,EU,"n, c China",/chinese_leaf_warbler.jpg,sparrow_like,Yunnanlaubsänger,Laubsängerartige
Neoaves,Passeriformes,Phylloscopidae,Leaf Warblers & Allies,Phylloscopus,Chloronotus,Lemon-rumped Warbler,EU,Himalayas and China,/lemon-rumped_warbler.jpg,sparrow_like,Gelbbürzel-Laubsänger,Laubsängerartige
Neoaves,Passeriformes,Phylloscopidae,Leaf Warblers & Allies,Phylloscopus,Kansuensis,Gansu Leaf Warbler,EU,nc China,/gansu_leaf_warbler.jpg,sparrow_like,Kansulaubsänger,Laubsängerartige
Neoaves,Passeriformes,Phylloscopidae,Leaf Warblers & Allies,Phylloscopus,Proregulus,Pallas's Leaf Warbler,EU,s Russia and n Mongolia to e Russia and ne China,/pallas's_leaf_warbler.jpg,sparrow_like,Goldhähnchen-Laubsänger,Laubsängerartige
Neoaves,Passeriformes,Phylloscopidae,Leaf Warblers & Allies,Phylloscopus,Tytleri,Tytler's Leaf Warbler,EU,"ne Afghanistan, n Pakistan and nw India",/tytler's_leaf_warbler.jpg,sparrow_like,Dünnschnabel-Laubsänger,Laubsängerartige
Neoaves,Passeriformes,Phylloscopidae,Leaf Warblers & Allies,Phylloscopus,Armandii,Yellow-streaked Warbler,EU,"ne, c China",/yellow-streaked_warbler.jpg,sparrow_like,Davidlaubsänger,Laubsängerartige
Neoaves,Passeriformes,Phylloscopidae,Leaf Warblers & Allies,Phylloscopus,Schwarzi,Radde's Warbler,EU,e Kazakhstan and s Russia to se Russia and North Korea,/radde's_warbler.jpg,sparrow_like,Bartlaubsänger,Laubsängerartige
Neoaves,Passeriformes,Phylloscopidae,Leaf Warblers & Allies,Phylloscopus,Griseolus,Sulphur-bellied Warbler,EU,"Afghanistan and Pakistan to s Russia, w Mongolia and c China",/sulphur-bellied_warbler.jpg,sparrow_like,Pamirlaubsänger,Laubsängerartige
Neoaves,Passeriformes,Phylloscopidae,Leaf Warblers & Allies,Phylloscopus,Affinis,Tickell's Leaf Warbler,EU,Himalayas,/tickell's_leaf_warbler.jpg,sparrow_like,Himalajalaubsänger,Laubsängerartige
Neoaves,Passeriformes,Phylloscopidae,Leaf Warblers & Allies,Phylloscopus,Occisinensis,Alpine Leaf Warbler,EU,wc China,/alpine_leaf_warbler.jpg,sparrow_like,Westchina-Laubsänger,Laubsängerartige
Neoaves,Passeriformes,Phylloscopidae,Leaf Warblers & Allies,Phylloscopus,Fuligiventer,Smoky Warbler,EU,"e Himalayas, c, e Tibetan Plateau",/smoky_warbler.jpg,sparrow_like,Rußlaubsänger,Laubsängerartige
Neoaves,Passeriformes,Phylloscopidae,Leaf Warblers & Allies,Phylloscopus,Fuscatus,Dusky Warbler,EU,"ne Asia, nc China",/dusky_warbler.jpg,sparrow_like,Dunkellaubsänger,Laubsängerartige
Neoaves,Passeriformes,Phylloscopidae,Leaf Warblers & Allies,Phylloscopus,Neglectus,Plain Leaf Warbler,EU,Iraq and Iran to Afghanistan and Pakistan,/plain_leaf_warbler.jpg,sparrow_like,Eichenlaubsänger,Laubsängerartige
Neoaves,Passeriformes,Phylloscopidae,Leaf Warblers & Allies,Phylloscopus,Trochilus,Willow Warbler,EU,widespread,/willow_warbler.jpg,sparrow_like,Fitis,Laubsängerartige
Neoaves,Passeriformes,Phylloscopidae,Leaf Warblers & Allies,Phylloscopus,Sindianus,Mountain Chiffchaff,EU,Turkey to Himalayas,/mountain_chiffchaff.jpg,sparrow_like,Bergzilpzalp,Laubsängerartige
Neoaves,Passeriformes,Phylloscopidae,Leaf Warblers & Allies,Phylloscopus,Collybita,Common Chiffchaff,EU,widespread,/common_chiffchaff.jpg,sparrow_like,Zilpzalp,Laubsängerartige
Neoaves,Passeriformes,Phylloscopidae,Leaf Warblers & Allies,Phylloscopus,Ibericus,Iberian Chiffchaff,EU,"sw France, Portugal, Spain, nw Africa",/iberian_chiffchaff.jpg,sparrow_like,Iberienzilpzalp,Laubsängerartige
Neoaves,Passeriformes,Phylloscopidae,Leaf Warblers & Allies,Phylloscopus,Coronatus,Eastern Crowned Warbler,EU,"se Russia, ne China, the Korean Pen. and Japan; c China",/eastern_crowned_warbler.jpg,sparrow_like,Kronenlaubsänger,Laubsängerartige
Neoaves,Passeriformes,Phylloscopidae,Leaf Warblers & Allies,Phylloscopus,Ijimae,Ijima's Leaf Warbler,EU,Izu Islands,/ijima's_leaf_warbler.jpg,sparrow_like,Ijimalaubsänger,Laubsängerartige
Neoaves,Passeriformes,Phylloscopidae,Leaf Warblers & Allies,Phylloscopus,Valentini,Bianchi's Warbler,EU,"c, se China, n Vietnam",/bianchi's_warbler.jpg,sparrow_like,Bianchilaubsänger,Laubsängerartige
Neoaves,Passeriformes,Phylloscopidae,Leaf Warblers & Allies,Phylloscopus,Soror,Alström's Warbler,EU,"c, se China",/alström's_warbler.jpg,sparrow_like,Thailaubsänger,Laubsängerartige
Neoaves,Passeriformes,Phylloscopidae,Leaf Warblers & Allies,Phylloscopus,Omeiensis,Martens's Warbler,EU,c China,/martens's_warbler.jpg,sparrow_like,Omeilaubsänger,Laubsängerartige
Neoaves,Passeriformes,Phylloscopidae,Leaf Warblers & Allies,Phylloscopus,Nitidus,Green Warbler,EU,n Turkey andn Caucasus south to n Georgia; n Iran and nw Afghanistan,/green_warbler.jpg,sparrow_like,Wacholderlaubsänger,Laubsängerartige
Neoaves,Passeriformes,Phylloscopidae,Leaf Warblers & Allies,Phylloscopus,Plumbeitarsus,Two-barred Warbler,EU,"c Russia and ne Mongolia to e and se Russia, ne China and North Korea",/two-barred_warbler.jpg,sparrow_like,Middendorff-Laubsänger,Laubsängerartige
Neoaves,Passeriformes,Phylloscopidae,Leaf Warblers & Allies,Phylloscopus,Trochiloides,Greenish Warbler,EU,"w, c",/greenish_warbler.jpg,sparrow_like,Grünlaubsänger,Laubsängerartige
Neoaves,Passeriformes,Phylloscopidae,Leaf Warblers & Allies,Phylloscopus,Borealoides,Sakhalin Leaf Warbler,EU,Japan,/sakhalin_leaf_warbler.jpg,sparrow_like,Sachalinlaubsänger,Laubsängerartige
Neoaves,Passeriformes,Phylloscopidae,Leaf Warblers & Allies,Phylloscopus,Tenellipes,Pale-legged Leaf Warbler,EU,e Russia to ne China and North Korea,/pale-legged_leaf_warbler.jpg,sparrow_like,Ussurilaubsänger,Laubsängerartige
Neoaves,Passeriformes,Phylloscopidae,Leaf Warblers & Allies,Phylloscopus,Xanthodryas,Japanese Leaf Warbler,EU,Japan (except Hokkaido),/japanese_leaf_warbler.jpg,sparrow_like,Japanlaubsänger,Laubsängerartige
Neoaves,Passeriformes,Phylloscopidae,Leaf Warblers & Allies,Phylloscopus,Examinandus,Kamchatka Leaf Warbler,EU,"Kamchatka, Sakhalin, Hokkaido and the Kurile Islands",/kamchatka_leaf_warbler.jpg,sparrow_like,Kamtschatkalaubsänger,Laubsängerartige
Neoaves,Passeriformes,Phylloscopidae,Leaf Warblers & Allies,Phylloscopus,Borealis,Arctic Warbler,EU,"n, also w Alaska",/arctic_warbler.jpg,sparrow_like,Wanderlaubsänger,Laubsängerartige
Neoaves,Passeriformes,Phylloscopidae,Leaf Warblers & Allies,Phylloscopus,Occipitalis,Western Crowned Warbler,EU,sc to w Himalayas,/western_crowned_warbler.jpg,sparrow_like,Dachskopf-Laubsänger,Laubsängerartige
Neoaves,Passeriformes,Acrocephalidae,Reed Warblers & Allies,Acrocephalus,Griseldis,Basra Reed Warbler,EU,s Iraq,/basra_reed_warbler.jpg,sparrow_like,Basrarohrsänger,Grasmückenartige
Neoaves,Passeriformes,Acrocephalidae,Reed Warblers & Allies,Acrocephalus,Arundinaceus,Great Reed Warbler,EU,"w, c",/great_reed_warbler.jpg,sparrow_like,Drosselrohrsänger,Grasmückenartige
Neoaves,Passeriformes,Acrocephalidae,Reed Warblers & Allies,Acrocephalus,Orientalis,Oriental Reed Warbler,EU,"c Mongolia and se Russia south to n and e China ,the Korean Pen. and Japan",/oriental_reed_warbler.jpg,sparrow_like,Chinarohrsänger,Grasmückenartige
Neoaves,Passeriformes,Acrocephalidae,Reed Warblers & Allies,Acrocephalus,Stentoreus,Clamorous Reed Warbler,"EU, OR",widespread,/clamorous_reed_warbler.jpg,sparrow_like,Stentorrohrsänger,Grasmückenartige
Neoaves,Passeriformes,Acrocephalidae,Reed Warblers & Allies,Acrocephalus,Bistrigiceps,Black-browed Reed Warbler,EU,e Mongolia snd se Russia to e China and Japan,/black-browed_reed_warbler.jpg,sparrow_like,Brauenrohrsänger,Grasmückenartige
Neoaves,Passeriformes,Acrocephalidae,Reed Warblers & Allies,Acrocephalus,Melanopogon,Moustached Warbler,EU,s,/moustached_warbler.jpg,sparrow_like,Mariskenrohrsänger,Grasmückenartige
